,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Poster,Rated,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Unlucky Stars,0.408048143935,0.689736909642,0.185530694374,0.402536990265,0.309289443572,0.0890960280741,0.210593784623,0.597528982795,0.221529279961,0.653899547462,0.960123177161,0.0597352503076,0.444437466579,0.195182278415,0.464447291089,0.460458784652,0.633383520764,0.963104833621,0.456671375105,0.452247299414,0.820385383886,0.688093476339,0.684089297419,0.049156562153,0.259984236408,0.38896039217,0.111540656497,0.129329481948,0.765698141437,0.185121973075,11271.0,0.125188536953,3.10717771271,0.194037796114,0.154910833112,0.0577588501464,0.208056073108,0.0348682459409,0.0739952089433,0.0170348682459,0.137521071777,0.0376186673765,0.00452488687783,0.0,"When Peru's Biggest Action Film Star and Jordan's newest rising talent find themselves pursued by a notorious Bookie, a couple of private investigators are forced to choose between their job and their conscience.",http://ia.media-imdb.com/images/M/MV5BMjMwMjY0NjY3Nl5BMl5BanBnXkFtZTgwNDQ2NTY3NDE@._V1_SX300.jpg,N/A,English,Unlucky Stars,USA,Dennis Ruel,N/A,6.4,Dennis Ruel,19 Sep 2015,2015,1 win & 4 nominations.,100,47,tt2461684,Dennis Ruel,Ken Quitugua,Action,Adventure
The Age of Adaline,0.814230250805,0.949607909324,0.294441156346,0.310951202552,0.538682777078,0.137355517657,0.246995763332,0.663079726941,0.0939566315224,0.892337192908,0.994176829959,0.147323561844,0.899733835348,0.437804072428,0.472442804094,0.936013826719,0.62164223769,0.979062957651,0.888102078793,0.28348422803,0.677193734494,0.278412483237,0.830770643653,0.0817192131596,0.742879191365,0.353948785855,0.113101799255,0.304487517576,0.735613641344,0.490057930581,10864.0,0.171944035346,3.21805964654,0.179307805596,0.166605301915,0.0569771723122,0.230486008837,0.0427098674521,0.0638807069219,0.0136229749632,0.138162739323,0.0262334315169,0.0111377025037,0.0,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,PG-13,English,The Age of Adaline,USA,"J. Mills Goodloe (screenplay), Salvador Paskowitz (screenplay), J. Mills Goodloe (screenplay), J. Mills Goodloe (story), Salvador Paskowitz (story by)",51,7.2,Lee Toland Krieger,24 Apr 2015,2015,7 nominations.,112,"98,951",tt1655441,Blake Lively,Michiel Huisman,Drama,Fantasy
Querida voy a comprar cigarrillos y vuelvo,0.358884143635,0.508945734009,0.419642593548,0.418161459722,0.221637317936,0.22687716323,0.145687466215,0.219257252977,0.303399186272,0.463066351815,0.872304124592,0.188031150664,0.679511373378,0.304028905445,0.669996862067,0.828615202829,0.305937625495,0.811423152316,0.723405724484,0.582869981703,0.650047428332,0.188462411154,0.980168877941,0.489422958081,0.712886867757,0.616159206023,0.212934298957,0.143670999786,0.256329640038,0.726327942981,7692.0,0.212948517941,3.42355694228,0.188507540302,0.179927197088,0.0739729589184,0.189287571503,0.0488819552782,0.0526521060842,0.0213208528341,0.119214768591,0.0267810712428,0.0132605304212,0.0,"The film takes places in different time periods and countries. It narrates the story of a common man, who after entering into a deal with a strange character with superpowers, has the ...",http://ia.media-imdb.com/images/M/MV5BNjdiOTE2OTYtZjRjMy00YjVhLTg0ZWQtYjQzMzdiMzdkMmQ3XkEyXkFqcGdeQXVyNjEyOTA2MTk@._V1_SX300.jpg,N/A,Spanish,Querida voy a comprar cigarrillos y vuelvo,Argentina,"Mariano Cohn, Andrés Duprat, Gastón Duprat, Alberto Laiseca (original story)",N/A,6.8,Mariano Cohn,26 Jul 2013,2011,1 nomination.,80,398,tt1756692,Daniel Aráoz,Diego Bliffeld,Comedy,Drama
Barbie In Rock n Royals,0.727860746707,0.951715612354,0.239528302513,0.476663171694,0.414211800135,0.0959702873118,0.309010090754,0.769155660195,0.211667475666,0.934014564379,0.996356166234,0.10929005831,0.788952696519,0.301647918912,0.48006833743,0.884502804149,0.566480006587,0.975179182533,0.814913086644,0.270152855245,0.890395919482,0.581364258462,0.929339796218,0.231614734284,0.948305556232,0.315767632879,0.0493727083495,0.411892828513,0.815532479776,0.594240209413,9328.0,0.15147941681,3.30145797599,0.202508576329,0.172705831904,0.0563893653516,0.179138078902,0.0459905660377,0.0748284734134,0.0177958833619,0.134969982847,0.0326972555746,0.00482418524871,0.0,"Get ready to rock! In this upbeat musical, Barbie stars as Courtney, a princess whose world is turned upside down when she switches places with Erika, a famous rockstar.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxMDkwODk0MV5BMl5BanBnXkFtZTgwNDMzMDM2NjE@._V1_SX300.jpg,N/A,N/A,Barbie in Rock 'N Royals,N/A,N/A,N/A,5.7,Karen J. Lloyd,01 Sep 2015,2015,N/A,84,298,tt4955162,Kelly Sheridan,Chiara Zanni,Animation,Family
The Angry Birds Movie,0.463010228233,0.932232043013,0.123930386259,0.781219101283,0.384985753185,0.0429325606134,0.135632933006,0.754102372732,0.167619929843,0.916848452027,0.990489695014,0.0268923325801,0.433814385617,0.12925220615,0.370574299945,0.671175561045,0.637965706413,0.981641006333,0.509733147868,0.205924678525,0.972539742157,0.70267439771,0.768449143161,0.0905981197392,0.840009062732,0.201140256178,0.0415417449323,0.26550452376,0.822931903564,0.468027181401,12762.0,0.145666823382,2.9533772136,0.166745024291,0.182103118633,0.045760852531,0.276759128663,0.0355743613854,0.0569659927911,0.0127722927441,0.117849866792,0.0263281617301,0.0024290863501,0.0,"Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg,PG,English,The Angry Birds Movie,USA,"John Cohen (story by), Mikael Hed (story by), Mikko Pöllä (story by), Jon Vitti",43,6.3,Clay Kaytis,20 May 2016,2016,1 nomination.,97,"39,952",tt1985949,Jason Sudeikis,Josh Gad,Animation,Action
Eat Pray Love,0.661935874462,0.846971309565,0.291178192154,0.369236959367,0.513094924171,0.243766750075,0.428406635068,0.589747089593,0.332660807065,0.512468224342,0.986551624496,0.271693989861,0.948786349117,0.552634114247,0.515620573559,0.969652831381,0.694896645815,0.977249882826,0.952700713456,0.525900460888,0.767285618766,0.462790752187,0.902687303243,0.30920923185,0.873554613604,0.509075506653,0.211615596218,0.290406066495,0.804153407223,0.446092904984,15348.0,0.148879332812,3.32101902528,0.193706020328,0.16432108418,0.0625488663018,0.203544435757,0.0517982799062,0.0669142559291,0.0218921032056,0.130766223612,0.0295804013552,0.00703674745895,0.0,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg,PG-13,English,Eat Pray Love,USA,"Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)",50,5.7,Ryan Murphy,13 Aug 2010,2010,2 wins & 2 nominations.,133,"64,385",tt0879870,Julia Roberts,I. Gusti Ayu Puspawati,Drama,Romance
Bubble Boy,0.383873666837,0.774422352059,0.158694542991,0.642495998156,0.326046337829,0.0855436053333,0.175557575937,0.577516307446,0.362874122941,0.583673229295,0.970276257555,0.0712717669514,0.608364212242,0.226153810549,0.686780266683,0.75103318714,0.725057745354,0.939108012596,0.525635448866,0.212855983626,0.933723866262,0.643083034229,0.798007462108,0.296525263178,0.877892697256,0.358343593955,0.105300325874,0.190476120167,0.862364008143,0.618731490707,9670.0,0.146742502585,3.09420889349,0.167942088935,0.177249224405,0.0552223371251,0.24405377456,0.0510858324716,0.0542916235781,0.0152016546019,0.125336091003,0.0249224405377,0.00847983453981,0.0,A young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom finds out that the woman he has loved since childhood is about to be married ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwYjczNmItYzczNS00MDQwLTkxNDctN2MwYzI5YzhmNGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,English,Bubble Boy,USA,"Cinco Paul, Ken Daurio",41,5.6,Blair Hayes,24 Aug 2001,2001,1 nomination.,84,"25,756",tt0258470,Jake Gyllenhaal,Swoosie Kurtz,Adventure,Comedy
Viva Las Vegas,0.747594105716,0.921291887685,0.0390037795095,0.785705040344,0.625130600623,0.27861815685,0.401699049172,0.926690307934,0.153247618065,0.91981913596,0.99833617532,0.00373834603616,0.500381265617,0.0446740031264,0.452589749792,0.627755791327,0.87961158126,0.949794606368,0.635799254346,0.528890204148,0.940778323702,0.781430564235,0.821057482997,0.0220073732426,0.599450529741,0.0615259203158,0.0156912275711,0.357801835136,0.897636388906,0.148624123705,6664.0,0.171518607443,3.12049819928,0.18787515006,0.158163265306,0.0564225690276,0.231092436975,0.0418667466987,0.063025210084,0.0132052821128,0.141206482593,0.030912364946,0.00645258103241,0.0,"Race car driver Lucky Jackson goes to Las Vegas to earn money to pay for a new engine for his motor car. Working as a waiter, he still finds the time to court young Rusty Martin.",http://ia.media-imdb.com/images/M/MV5BMTIzMDkwMzUyNl5BMl5BanBnXkFtZTYwMjIwODE5._V1_SX300.jpg,APPROVED,English,Viva Las Vegas,USA,Sally Benson,N/A,6.4,George Sidney,20 May 1964,1964,3 nominations.,85,"4,951",tt0058725,Elvis Presley,Ann-Margret,Comedy,Musical
Angel Face,0.783123567437,0.886309338608,0.31002007056,0.336079371659,0.518511894997,0.22206703767,0.162375203113,0.564017255783,0.0818443884309,0.869663833521,0.995734630933,0.105992789149,0.779909124604,0.27227437737,0.474870335741,0.942050337418,0.395477933588,0.965381909339,0.820728114805,0.423589774752,0.532060774649,0.146361165491,0.943425830059,0.0867856508982,0.566168213055,0.403090015386,0.0901018870109,0.151953550274,0.480503891947,0.41259528342,13256.0,0.134806879903,3.3003922752,0.201191913096,0.152308388654,0.0647254073627,0.191988533494,0.0371152685576,0.0739287869644,0.0212733856367,0.140917320459,0.0288925769463,0.00633675316838,0.0,Ambulance driver Frank Jessup is ensnared in the schemes of the sensuous but dangerous Diane Tremayne.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NTk3ODc0OF5BMl5BanBnXkFtZTcwMjY5Nzc0MQ@@._V1._CR10,18,321,463_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",NOT RATED,English,Angel Face,USA,"Frank S. Nugent (screenplay), Oscar Millard (screenplay), Chester Erskine (story)",N/A,7.3,Otto Preminger,11 Feb 1953,1953,N/A,91,"4,922",tt0044357,Robert Mitchum,Jean Simmons,Crime,Drama
Jaatishwar,0.290625588662,0.402819767778,0.606018121233,0.112067920586,0.319049066801,0.313306410692,0.517027724894,0.0789421598883,0.459203778995,0.27071041612,0.662206198305,0.71147598871,0.936448559496,0.709509968988,0.491442026214,0.994567898255,0.52580562779,0.61297403449,0.907067141888,0.497004051443,0.656482922162,0.189695338018,0.985518224517,0.891063349147,0.926896920723,0.842477868573,0.723411798849,0.415321440529,0.307701276088,0.782544326052,15241.0,0.171445443212,3.6053408569,0.162062856768,0.229053211732,0.0687618922643,0.209631913916,0.0375303457778,0.0580014434748,0.0211272226232,0.110950725018,0.0292631717079,0.00446164949806,0.0,The life and notable works of Anthony Firingee a 19th century Bengali language folk poet of Portuguese origin.The time frame of the storyline jumps between two different time periods-19th century and the present day.,https://images-na.ssl-images-amazon.com/images/M/MV5BODU3YjJmYzUtYWFlMS00NTRiLWEzY2YtNTk0MTk1ZTY3MTc4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,Bengali,Jaatishwar,India,"Srijit Mukherji (story, screenplay and dialogue)",N/A,8.1,Srijit Mukherji,17 Jan 2014,2014,4 wins.,150,"1,419",tt3365690,Prasenjit Chatterjee,Jishu Sengupta,Biography,Drama
In Secret,0.627438094638,0.876493927973,0.399720337973,0.389342017863,0.392248089162,0.0941918769871,0.147117534707,0.43724175562,0.231086087129,0.783904939186,0.993234584553,0.324763865763,0.924402155144,0.613909035142,0.506488992185,0.951133387514,0.309130078073,0.996801245641,0.85770522999,0.190224104659,0.602555140648,0.171166716147,0.821454378888,0.333812469442,0.845031666501,0.649736454505,0.192425120169,0.134372779053,0.640849929177,0.29438383812,8452.0,0.162683388547,3.13239469948,0.193090392806,0.143871273071,0.0533601514434,0.226573592049,0.0415286322764,0.0701609086607,0.0176289635589,0.146710837672,0.0243729294841,0.00378608613346,0.0,"Set in the lower echelons of 1860s Paris, Therese Raquin, a sexually repressed beautiful young woman, is trapped into a loveless marriage to her sickly cousin, Camille, by her domineering ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDY4MDI0NDZeQTJeQWpwZ15BbWU4MDkzOTU5ODAx._V1_SX300.jpg,R,English,In Secret,USA,"Neal Bell (play), Charlie Stratton (screenplay), Émile Zola (based on the novel ""Therese Racquin"" by)",47,6.1,Charlie Stratton,03 Apr 2014,2013,1 nomination.,107,"5,446",tt0409379,Elizabeth Olsen,Oscar Isaac,Crime,Drama
Far Cry,0.406206929027,0.546718637836,0.13667570886,0.814008020237,0.448315856016,0.300141525552,0.250462393182,0.766387286659,0.186453729482,0.642138008776,0.952869296374,0.036485343637,0.351429407197,0.125350508596,0.278580479425,0.505209898567,0.614107096886,0.963279144618,0.414033653364,0.608326719945,0.655057843679,0.543135102801,0.707084313582,0.0705642150277,0.222650859967,0.360757269061,0.370627686153,0.0737718711388,0.585222132699,0.0496434323653,6672.0,0.170413669065,3.15647482014,0.202488009592,0.181055155875,0.0560551558753,0.22646882494,0.0397182254197,0.0636990407674,0.0103417266187,0.115407673861,0.031324940048,0.00629496402878,0.0,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.,https://images-na.ssl-images-amazon.com/images/M/MV5BZGRkZWJkOTgtNDAzMC00OTk1LWEzNTMtMGI0NzYzODY2ZmUzXkEyXkFqcGdeQXVyNTk1ODMyNjA@._V1_SX300.jpg,R,English,Far Cry,Germany,"Michael Roesch, Peter Scheerer, Masaji Takei",N/A,3.1,Uwe Boll,02 Oct 2008,2008,N/A,95,"11,479",tt0400426,Til Schweiger,Emmanuelle Vaugier,Action,Adventure
Meet The Fockers,0.412994893016,0.847423385486,0.282227153967,0.482889425984,0.359516448349,0.0610385371045,0.101316880338,0.476559282128,0.176690349169,0.70769577267,0.94943191899,0.146521771344,0.632956246838,0.350950277465,0.655099843505,0.869741364475,0.633571844833,0.963076770965,0.707428739779,0.253529131499,0.733336810364,0.540942098924,0.787873300366,0.123209703885,0.756251811457,0.406521250691,0.208968586313,0.192947481277,0.747200820169,0.591531617471,22249.0,0.116274888759,3.15650141579,0.186839857971,0.188502854061,0.0514180412603,0.218526675356,0.0488561283653,0.0551934918423,0.0136185895995,0.127556294665,0.0253943997483,0.00417996314441,0.0,All hell breaks loose when the Byrnes family meets the Focker family for the first time.,http://ia.media-imdb.com/images/M/MV5BYjRjYWE0YjktMGU5OS00YTdkLThlMjUtZjY0ZWM2ODRmN2Q5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,PG-13,English,Meet the Fockers,USA,"Greg Glienna (characters), Mary Ruth Clarke (characters), Jim Herzfeld (story), Marc Hyman (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)",41,6.3,Jay Roach,22 Dec 2004,2004,2 wins & 6 nominations.,115,"212,060",tt0290002,Robert De Niro,Ben Stiller,Comedy,Romance
Jason Goes To Hell The Final Friday,0.343143374448,0.46628745298,0.237183365982,0.649113216157,0.342512835534,0.170686234459,0.0796061647861,0.668014497972,0.3615407222,0.431612659399,0.945447051613,0.167286006067,0.538041223828,0.30253759023,0.513403539937,0.427123737436,0.490048454758,0.988436883799,0.394480200519,0.324186072588,0.636417026868,0.410616332062,0.753012673358,0.236540805331,0.422723876455,0.556025684794,0.408335690201,0.0184826713582,0.758599501092,0.0811475610932,6664.0,0.154711884754,3.08058223289,0.191776710684,0.174369747899,0.0532713085234,0.242797118848,0.0325630252101,0.0574729891957,0.0136554621849,0.12800120048,0.0331632653061,0.00480192076831,0.0,Serial killer Jason Voorhees' supernatural origins are revealed.,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUxZGViMDktOWM5OS00MTlmLTkzZTYtZWJmZGEzNjg1M2ZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,English,Jason Goes to Hell: The Final Friday,USA,"Jay Huguely (story), Adam Marcus (story), Dean Lorey (screenplay), Jay Huguely (screenplay)",N/A,4.3,Adam Marcus,13 Aug 1993,1993,3 nominations.,87,"19,538",tt0107254,John D. LeMay,Kari Keegan,Fantasy,Horror
Zanjeer,0.475592826392,0.564145008791,0.288640654182,0.342956461967,0.441107557208,0.216254306002,0.359715500912,0.442753158715,0.256183249297,0.464710605497,0.983643837668,0.183882376639,0.858938817538,0.394084466095,0.303665087471,0.938235311117,0.5152484689,0.981052556602,0.859586879098,0.609761313704,0.727406788578,0.31731099946,0.888527604262,0.302249649557,0.537242004984,0.643286257322,0.271626442096,0.0670916975375,0.644806955399,0.0692138925367,11741.0,0.141299718934,3.18763308066,0.200153308917,0.159441274167,0.0528064049059,0.22127587088,0.0302359253897,0.0683076398944,0.0183118984754,0.146665531045,0.0279362916276,0.00860233370241,0.0,"The world erodes around Vijay, an honest police officer. He is jailed for 6 months on false charges, trapped by gang leader Teja. When Vijay is released from jail, he plans to take revenge.",http://ia.media-imdb.com/images/M/MV5BOTA1MzkzNTY2NF5BMl5BanBnXkFtZTcwNTg2ODgzMQ@@._V1_SX300.jpg,N/A,Hindi,Zanjeer,India,"Javed Akhtar (dialogue), Javed Akhtar (screenplay), Javed Akhtar (story), Salim Khan (dialogue), Salim Khan (screenplay), Salim Khan (story)",N/A,7.7,Prakash Mehra,11 May 1973,1973,4 wins.,145,"2,757",tt0070947,Amitabh Bachchan,Jaya Bhaduri,Action,Crime
White Mischief,0.448562053307,0.562574641123,0.210266790176,0.578461434227,0.396319243093,0.359889938757,0.300493573071,0.544295026476,0.22694455999,0.447890400822,0.913438695122,0.217559919865,0.773042926861,0.295600117064,0.451393910833,0.970939056597,0.637627859473,0.907310468711,0.856026670845,0.711361643969,0.424284290416,0.446166732302,0.920228890239,0.232201076862,0.591593075551,0.458388274247,0.593632898324,0.122507717352,0.460871110805,0.292469821727,7364.0,0.190385659967,3.22460619229,0.186040195546,0.206952743074,0.0697990222705,0.219989136339,0.0404671374253,0.0608365019011,0.00909831613254,0.106871265617,0.0237642585551,0.00611080934275,0.0,A millionaire past his prime and his young wife arrive in Kenya circa 1940 to find that the other affluent British expatriates are living large as the homefront gears up for war. They are ...,http://ia.media-imdb.com/images/M/MV5BMTI3OTc1MjE1Nl5BMl5BanBnXkFtZTcwMTkxNDQzMQ@@._V1_SX300.jpg,R,English,White Mischief,UK,"James Fox (novel), Michael Radford (screenplay), Jonathan Gems (screenplay)",N/A,6.3,Michael Radford,06 May 1988,1987,N/A,107,"2,037",tt0094317,Greta Scacchi,Charles Dance,Crime,Drama
Private Number,0.552936727594,0.765318191451,0.394344475019,0.241413717123,0.341953148321,0.0580756633428,0.133457062515,0.378144369306,0.183404490577,0.673749817486,0.977137458457,0.235093786227,0.808634427817,0.510153995146,0.522393554196,0.854711335456,0.443826183558,0.991278640695,0.769161467619,0.254635969799,0.614728226454,0.404472365553,0.850936355384,0.152042226423,0.619137604609,0.655928460018,0.154414682276,0.0965894011981,0.679998095403,0.408181036152,8877.0,0.143629604596,3.19635011828,0.198603131689,0.156133828996,0.0554241297736,0.206939281289,0.039427734595,0.0593669032331,0.0176861552326,0.152078404867,0.0282753182381,0.00664638954602,0.0,"A series of cryptic phone messages and visions haunt a writer while he struggles to finish a novel. As they increase in intensity, he loses his grip on reality, eventually obsessing over an...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NjU3MjU4MF5BMl5BanBnXkFtZTgwMjY4OTYzNTE@._V1_SX300.jpg,R,English,Private Number,USA,LazRael Lison,N/A,4.7,LazRael Lison,01 May 2015,2014,N/A,95,801,tt3103412,Judd Nelson,Tom Sizemore,Horror,Mystery
Jason Lives Friday The 13th Part VI,0.304925367345,0.494501390323,0.182290097114,0.624551974712,0.290674713753,0.153810416327,0.112100548361,0.645226849718,0.366028678862,0.515525134046,0.953446239101,0.087681079914,0.416763757747,0.181981325521,0.533279245579,0.398837193528,0.548402429528,0.965179476972,0.364085234728,0.42943458423,0.759380199902,0.593110594528,0.75423378794,0.156287349543,0.385678979651,0.444889941918,0.219066030685,0.0320621974101,0.711191234924,0.0891612526171,5848.0,0.178522571819,3.04394664843,0.207250341997,0.152701778386,0.0509575923393,0.233071135431,0.0338577291382,0.063269493844,0.0129958960328,0.139363885089,0.0383036935705,0.00136798905609,0.0,"Tommy Jarvis goes to the graveyard to get rid of Jason Voorhees' body once and for all, but inadvertently brings him back to life instead. The newly revived killer once again seeks revenge, and Tommy may be the only one who can defeat him.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjM3ZjhjNzgtMjg2OC00MmI5LWIyZGItOTUxZTVlZjdjNTNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,English,Jason Lives: Friday the 13th Part VI,USA,Tom McLoughlin,N/A,5.9,Tom McLoughlin,01 Aug 1986,1986,2 nominations.,86,"25,619",tt0091080,Thom Mathews,Jennifer Cooke,Horror,Thriller
RiffRaff,0.591914288028,0.758240830685,0.176713238568,0.478770185762,0.587802457891,0.276875743672,0.401549591401,0.764643814614,0.132553998323,0.833956793751,0.993294880372,0.034429761777,0.441323328185,0.108325084866,0.351377436652,0.7421913453,0.514120576484,0.965455080155,0.620758432796,0.63129742132,0.898721571582,0.348601073942,0.951015946757,0.0565055585402,0.481733502052,0.275603105874,0.0584975314114,0.135152111682,0.490371010592,0.309314485142,10429.0,0.162623453831,3.07709272222,0.177006424394,0.166554799118,0.0493815322658,0.282193882443,0.0277111899511,0.0595454981302,0.0185060887909,0.116981493911,0.0194649534951,0.00843800939687,0.0,"Fisherman Dutch marries cannery worker Hattie. He quits his poorly paid job to concentrate on getting better working conditions as union leader. Unfortunately, the union members disagree ...",http://ia.media-imdb.com/images/M/MV5BMTY1MDU0MzY4MF5BMl5BanBnXkFtZTgwMjg4MjIyMjE@._V1_SX300.jpg,PASSED,English,Riffraff,USA,"Frances Marion (screen play), H.W. Hanemann (screen play), Anita Loos (screen play), Frances Marion (from an original story by)",N/A,6.4,J. Walter Ruben,03 Jan 1936,1936,N/A,94,641,tt0026932,Jean Harlow,Spencer Tracy,Crime,Drama
Riffraff,0.21769843727,0.548647227131,0.0787012226255,0.740752156493,0.354483218726,0.187885111746,0.196957553368,0.629263754273,0.375198859721,0.533831739787,0.970420459773,0.026354664472,0.467097704668,0.096823065113,0.622334281095,0.461989165697,0.723205366424,0.892823033669,0.47119572193,0.589618728836,0.931293769434,0.817227644676,0.732240957581,0.157871282652,0.533927691787,0.277645235836,0.142629451872,0.0584918095094,0.848843741335,0.181167513422,17165.0,0.104281969123,3.0858724148,0.205359743664,0.154733469269,0.0665889892223,0.188231867172,0.0387998834838,0.0668220215555,0.0147975531605,0.154267404602,0.0347218176522,0.00250509758229,0.0,"Fisherman Dutch marries cannery worker Hattie. He quits his poorly paid job to concentrate on getting better working conditions as union leader. Unfortunately, the union members disagree ...",http://ia.media-imdb.com/images/M/MV5BMTY1MDU0MzY4MF5BMl5BanBnXkFtZTgwMjg4MjIyMjE@._V1_SX300.jpg,PASSED,English,Riffraff,USA,"Frances Marion (screen play), H.W. Hanemann (screen play), Anita Loos (screen play), Frances Marion (from an original story by)",N/A,6.4,J. Walter Ruben,03 Jan 1936,1936,N/A,94,641,tt0026932,Jean Harlow,Spencer Tracy,Crime,Drama
Under the Sea 3D,0.164981072162,0.624988151673,0.84625846113,0.896371276367,0.365923143986,0.400995606096,0.332418944805,0.13196943614,0.394823762804,0.809930379847,0.57162242316,0.216678141138,0.70255368356,0.282272402574,0.440041075153,0.947949814835,0.00645771420888,0.340738692827,0.790175671339,0.490590114192,0.865133466228,0.00127569623099,0.999325676025,0.989015672235,0.999298355468,0.6925180126,0.157406476425,0.423252559881,0.00612959164367,0.999042029005,2291.0,0.380183326058,4.27367961589,0.146660846792,0.257965953732,0.1017023134,0.126145787866,0.0929725010912,0.0567437800087,0.0253164556962,0.0458315146224,0.0231340026189,0.00785683107813,0.0,"An underwater look at the diverse coastal regions of Southern Australia, New Guinea and the Indo-Pacific areas and the impact of global warming on the oceans.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NzczODU2MV5BMl5BanBnXkFtZTcwNzU2ODQwMg@@._V1_SX300.jpg,G,English,Under the Sea 3D,USA,"Howard Hall, Toni Myers, Graeme Ferguson",77,7.6,Howard Hall,13 Feb 2009,2009,2 nominations.,40,"1,448",tt1020876,Jim Carrey,Jim Carrey,Documentary,Short
Silent Night,0.406842851166,0.600471712985,0.192861061583,0.574497541907,0.297713919526,0.144823758953,0.11676353816,0.492526800808,0.239394598599,0.544426434392,0.91032838713,0.195910909871,0.551988920417,0.304761760901,0.718387030586,0.695779653435,0.61756382221,0.919887442999,0.565459253038,0.32893650873,0.428812985085,0.672448829012,0.804356294253,0.236917756581,0.630549295434,0.458078473597,0.278658764637,0.0707448101992,0.594707382077,0.361017658711,7929.0,0.192079707403,3.31088409636,0.181485685458,0.200529701097,0.0620506999622,0.205196115525,0.0426283263968,0.0544835414302,0.0151343170639,0.122587968218,0.0269895320974,0.00491865304578,0.0,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,https://images-na.ssl-images-amazon.com/images/M/MV5BNGJkMTg1ZDktYTEzMy00NDQ3LTkxNmYtNmMyNjZlMWU1MzkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,English,Silent Night,Canada,Jayson Rothwell (screenplay),53,5.2,Steven C. Miller,04 Dec 2012,2012,N/A,94,"5,607",tt2347497,Malcolm McDowell,Jaime King,Comedy,Horror
