,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
White Lightning 1973.txt,0.166021329097,0.389410486265,0.0291042901332,0.857944417478,0.470187956643,0.344142137565,0.220868791078,0.776551562183,0.288101359552,0.610033918537,0.952539909156,0.00865229976963,0.323231891598,0.0220878552465,0.574629062059,0.479843446227,0.871319691681,0.602339642547,0.315273423948,0.754132733974,0.894144241248,0.829612726429,0.85255923246,0.0967934095718,0.431177160928,0.108018429471,0.205456253234,0.0375484853556,0.813594651749,0.152086517049,10284.0,0.150038895371,3.11979774407,0.183002722676,0.175709840529,0.0636911707507,0.212077012835,0.0384091793077,0.062816024893,0.012252042007,0.140509529366,0.0354920264489,0.00593154414625,0.00534811357448,An ex con teams up with federal agents to help them with breaking up a moonshine ring.,PG,True,English,White Lightning,USA,William W. Norton,,6.4,Joseph Sargent,22 Oct 1973,1973,,101,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNjc0OTg4NF5BMl5BanBnXkFtZTcwNjY2Mzg3NA@@._V1_SX300.jpg,"2,590",tt0070915,Burt Reynolds, Jennifer Billingsley,Action, Drama
In the Heart of the Sea 2015.txt,0.735785541512,0.739839282847,0.172119072258,0.761713158174,0.719128586233,0.616920959342,0.535123449321,0.844418025555,0.143273646074,0.949253400128,0.945086270752,0.0376471096128,0.569984082556,0.0468466926905,0.139707534642,0.97288550652,0.604884717086,0.847465529694,0.753587510742,0.690631473922,0.7687374271,0.14170857757,0.995127650531,0.324235080396,0.838595682946,0.306255517209,0.0918519376298,0.290627390893,0.406863180899,0.434879966506,8406.0,0.197953842493,3.33357125862,0.162027123483,0.213537949084,0.0592433975732,0.240423507019,0.0450868427314,0.0543659290983,0.0159409945277,0.107542231739,0.0212943135855,0.00916012372115,0.00344991672615,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",PG-13,True,English,In the Heart of the Sea,"USA, Australia, Spain, UK, Canada","Charles Leavitt (screenplay), Charles Leavitt (story), Rick Jaffa (story), Amanda Silver (story), Nathaniel Philbrick (book)",47.0,6.9,Ron Howard,11 Dec 2015,2015,1 win & 5 nominations.,122,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NzUwODExM15BMl5BanBnXkFtZTgwNjM0MzE4NjE@._V1_SX300.jpg,"77,170",tt1390411,Chris Hemsworth, Benjamin Walker,Action, Adventure
Open Grave 2013.txt,0.287652883668,0.534205150318,0.335929276766,0.244931648871,0.289433801993,0.064678450021,0.216374378276,0.415256072527,0.347418562838,0.426332027363,0.96865729444,0.250197125416,0.772675917394,0.57839033901,0.402998319353,0.792401137154,0.51338352779,0.99854756767,0.687387962505,0.283532243745,0.859483657901,0.53246915838,0.681052208548,0.166784965529,0.529997057389,0.780092926686,0.312306641574,0.0330364888363,0.711023067678,0.097845863054,6617.0,0.124225479825,2.93818951186,0.20734471815,0.137826809733,0.0516850536497,0.252984736285,0.0238778902826,0.0560677043978,0.00861417560828,0.169260994408,0.0247846456098,0.00362702130875,0.00891642738401,"A man wakes up in the wilderness, in a pit full of dead bodies, with no memory and must determine if the murderer is one of the strangers who rescued him, or if he himself is the killer.",R,True,English,Open Grave,"USA, Hungary","Eddie Borey, Chris Borey",33.0,6.3,Gonzalo López-Gallego,03 Jan 2014,2013,2 nominations.,102,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MDM5MTI0Ml5BMl5BanBnXkFtZTgwOTMyODI1MDE@._V1_SX300.jpg,"21,940",tt2071550,Sharlto Copley, Thomas Kretschmann,Horror, Mystery
Bare 2015.txt,0.434838270743,0.940901518814,0.172948817679,0.559936959573,0.324514427237,0.0348196050657,0.124454521918,0.707069863533,0.198862005105,0.783561431242,0.993033638607,0.057368210447,0.576366208194,0.306720437071,0.499115373085,0.490427354384,0.710768664191,0.993955448866,0.513704563843,0.197840237801,0.924770854019,0.776204388537,0.416958448532,0.00869905485932,0.638143531941,0.322610165741,0.0432003913963,0.142910646071,0.919891201822,0.316483831093,8313.0,0.145073980512,2.96427282569,0.191627571274,0.14892337303,0.0550944304102,0.246722001684,0.039576566823,0.0631540959942,0.0113075905209,0.146998676771,0.0242992902683,0.00481174064718,0.0163599182004,"A young girl in Nevada becomes romantically involved with a female drifter who introduces her to a life of stripping, drugs, and metaphysical experiences that teach her what happens when real life catches up with dark fantasy.",NOT RATED,True,English,Bare,USA,Natalia Leite,52.0,5.0,Natalia Leite,30 Oct 2015,2015,1 win.,90,https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzNTc4MjQ4Ml5BMl5BanBnXkFtZTgwOTU3NTkxNzE@._V1_SX300.jpg,"1,046",tt3741316,Dianna Agron, Paz de la Huerta,Drama, Romance
Joy Ride 2001.txt,0.360486348356,0.637464659479,0.0749061663835,0.551398335904,0.32952005218,0.188487915105,0.196572437056,0.673480590049,0.328205066998,0.593181511935,0.947366823652,0.0479001212497,0.396363000655,0.118439518901,0.626135059426,0.384752730621,0.787097364417,0.891480841413,0.42242581434,0.460422438438,0.812938711195,0.834368319613,0.701832546323,0.0519535747264,0.339276102946,0.254730104397,0.136813822809,0.129585162634,0.768699522233,0.172342284716,8073.0,0.163507989595,3.17279821628,0.203270159792,0.168958255915,0.056856187291,0.219125479995,0.0374086461043,0.0594574507618,0.0086708782361,0.138857921467,0.0273752012882,0.00718444196705,0.00730831165614,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",R,True,English,Joy Ride,USA,"Clay Tarver, J.J. Abrams",75.0,6.6,John Dahl,05 Oct 2001,2001,3 nominations.,97,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ2N2NlNWQtY2Q1Mi00ZTc3LWE5YmMtNGVjMjYxODRjOGZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"53,852",tt0206314,Steve Zahn, Paul Walker,Mystery, Thriller
Eddie Murphy Raw 1987.txt,0.0697329278358,0.156507362011,0.16877074366,0.667452864018,0.317524083873,0.266162568115,0.140247019726,0.577270906259,0.541882639596,0.349619152394,0.753620405791,0.102331826129,0.427442036171,0.131244968373,0.76351026946,0.462843317411,0.626134865486,0.498141247788,0.376758566329,0.751599116721,0.780035753869,0.676981030378,0.859432106171,0.431141794392,0.746090882356,0.309853201428,0.306239331868,0.0177596401056,0.850181980246,0.539811560099,19477.0,0.0945730862042,3.17394876008,0.194639831596,0.156081532063,0.0600708528007,0.221646044052,0.0321404733789,0.0546798788314,0.0280844072496,0.137392822303,0.0304461672742,0.00816347486779,0.00518560353237,Eddie Murphy in a stand-up performance recorded live. For an hour and a half he talks about his favourite subjects: sex and women.,R,True,English,Eddie Murphy: Raw,USA,"Eddie Murphy (stand-up material), Eddie Murphy (opening sketch), Keenen Ivory Wayans (opening sketch)",,7.6,Robert Townsend,18 Dec 1987,1987,,93,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzEwOTM3Nl5BMl5BanBnXkFtZTcwNDk5MzYyMQ@@._V1_SX300.jpg,"15,256",tt0092948,Eddie Murphy, Tatyana Ali,Documentary, Comedy
My Man Is a Loser 2014.txt,0.399069783949,0.733060512722,0.160767105783,0.437793590433,0.4198611781,0.15503092483,0.279086875443,0.661071482562,0.361704723176,0.627240501672,0.945191497243,0.109024178599,0.682562690709,0.265347870777,0.662041250464,0.651343964332,0.787662302002,0.883174239196,0.651445689823,0.513979237838,0.849000722057,0.789662398616,0.854147381152,0.162672175365,0.772067114499,0.270569327974,0.0967076564272,0.231156516824,0.8564482233,0.616070294035,20565.0,0.121274009239,3.11981522003,0.189934354486,0.162363238512,0.0565523948456,0.219401896426,0.0445416970581,0.0603452467785,0.0180403598347,0.13829321663,0.0272793581327,0.00661317772915,0.00802334062728,Two married friends employ a single playboy to help them get their mojo back to save their marriages.,R,True,English,My Man Is a Loser,USA,Mike Young,19.0,4.3,Mike Young,25 Jul 2014,2014,,95,http://ia.media-imdb.com/images/M/MV5BMzcyNjMzMjczOF5BMl5BanBnXkFtZTgwMDExMjk4MTE@._V1_SX300.jpg,"1,042",tt2166934,Diane Guerrero, John Stamos,Comedy,Comedy
Killing Jesus 2015.txt,0.643119118262,0.573807382412,0.277237433203,0.616606886614,0.532242942832,0.308367178407,0.543802959505,0.597850637937,0.152044176206,0.785447602905,0.96428078345,0.203037124206,0.969398911843,0.23182575509,0.196854117782,0.999272819522,0.534051803465,0.965007859294,0.96969011671,0.681923376523,0.22799591023,0.0545474600308,0.996266786588,0.530616079996,0.977236704106,0.576046494472,0.252041046144,0.160882555705,0.430249991606,0.113243149657,11842.0,0.159854754264,3.40989697686,0.192028373586,0.196757304509,0.0792940381692,0.191352812025,0.0260091200811,0.0384225637561,0.0179868265496,0.141192366154,0.0235602094241,0.00396892416821,0.00540449248438,A miniseries chronicling the life of Jesus of Nazareth.,,True,English,Killing Jesus,USA,"Martin Dugard (based on the book by), Walon Green, Bill O'Reilly (based on the book by)",,4.5,Christopher Menaul,29 Mar 2015,2015,Nominated for 1 Primetime Emmy. Another 4 nominations.,132,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDc4ODg4NV5BMl5BanBnXkFtZTgwNTk5NjM5NDE@._V1_SX300.jpg,"1,471",tt3609402,Kelsey Grammer, Vernon Dobtcheff,Biography, Drama
DEBS 2004.txt,0.469768970811,0.639576889412,0.48721817162,0.178524652858,0.268664452426,0.0845284042975,0.212430544025,0.449931903448,0.257766101988,0.501386677742,0.920100321104,0.316186029035,0.676101480587,0.645651280069,0.487610183496,0.791087472112,0.378196164863,0.96800947021,0.636220525614,0.3289835442,0.760514135216,0.270059479445,0.910027941009,0.201921296827,0.756094824232,0.626464183409,0.338772462252,0.0800483671246,0.613202641007,0.541132314116,9107.0,0.177555726364,3.31151861206,0.205116943011,0.165806522455,0.0558910728011,0.216756341276,0.0417261447238,0.06489513561,0.0161414296695,0.133413857472,0.0317338311189,0.00395300318436,0.00746678379269,A no-good Manhattan girl moves in on a Brooklyn gang. Using her obvious charms she gets the leader killed in a fight over her and then takes up with the victor and new head man. Then she ...,,True,English,Teenage Gang Debs,USA,Hy Cahl (screen play),,5.7,Sande N. Johnsen,04 Nov 1966,1966,,75,http://ia.media-imdb.com/images/M/MV5BMTgyMTM0MTk1NF5BMl5BanBnXkFtZTcwMjY1MDAzMQ@@._V1_SX300.jpg,119,tt0061070,Diane Conti, Linda Gale,Crime,Crime
Poetic Justice 1993.txt,0.0207471799055,0.0935296795506,0.191660918044,0.806945102749,0.250155229594,0.39381179381,0.199438991393,0.600174492914,0.738746341776,0.199132186976,0.72214103613,0.118693422653,0.264730864502,0.208060098719,0.447387800197,0.185260939773,0.621503546304,0.352896415194,0.19836093396,0.730720184172,0.882665281182,0.728758165205,0.764551403872,0.473471458656,0.766226300764,0.358775055763,0.580174972723,0.00383640255731,0.904273429177,0.195353176624,11772.0,0.138888888889,3.13455657492,0.205062861026,0.172103295957,0.0557254502209,0.187223921169,0.0455317703024,0.0691471287802,0.0158002038736,0.14500509684,0.0349983010533,0.00305810397554,0.00662589194699,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",R,True,English,Poetic Justice,USA,John Singleton,51.0,5.9,John Singleton,23 Jul 1993,1993,Nominated for 1 Oscar. Another 4 wins & 4 nominations.,109,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTM3NzYxOF5BMl5BanBnXkFtZTYwMzMwNTU5._V1_SX300.jpg,"9,070",tt0107840,Janet Jackson, Tupac Shakur,Drama, Romance
Cotton Comes to Harlem 1970.txt,0.208398246077,0.481965188688,0.0449270429307,0.859521505475,0.451697316832,0.252563282346,0.314111033641,0.742977497034,0.286808675363,0.685001740231,0.961879252102,0.0270147407284,0.596709139489,0.0611026300436,0.343184956676,0.859563964612,0.791805597899,0.753295226897,0.529175568738,0.59952484646,0.923265110906,0.636267447167,0.949517064561,0.387233359955,0.849560019618,0.221067973313,0.202233219355,0.0747835444085,0.823355717785,0.240925722806,10631.0,0.149938858057,3.23431473991,0.17580660333,0.189634088985,0.0633994920515,0.1936788637,0.0485372965855,0.0609538143166,0.0189069701815,0.131784404101,0.0351801335716,0.00705483961998,0.0117580660333,Gravedigger Jones and Coffin Ed Johnson are two black cops with a reputation for breaking the odd head. Both are annoyed at the success of the Reverend Deke O'Mailey who is selling trips ...,R,True,English,Cotton Comes to Harlem,USA,"Chester Himes (based upon the novel by), Arnold Perl (screenplay), Ossie Davis (screenplay)",,6.5,Ossie Davis,27 May 1970,1970,1 win & 1 nomination.,97,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNDU1MTY4NF5BMl5BanBnXkFtZTYwMDM5Nzg4._V1_SX300.jpg,"1,209",tt0065579,Godfrey Cambridge, Raymond St. Jacques,Action, Comedy
Gifted Hands The Ben Carson Story 2009.txt,0.597140916123,0.694481100118,0.514542849714,0.460538081981,0.572863962565,0.372678085944,0.339020488783,0.61271848892,0.178013153563,0.84159693715,0.979733040962,0.161309779914,0.675410197915,0.379722684744,0.420947032279,0.822787256354,0.375920501623,0.936242812102,0.685330973517,0.519015608691,0.573847494482,0.15058848926,0.936408181048,0.264521901781,0.656837414712,0.523964729145,0.221955677626,0.13849225547,0.421098872125,0.424842979201,8434.0,0.20002371354,3.41842542092,0.201565093668,0.180697178089,0.0595209864833,0.191486838985,0.0499170026085,0.0618923405264,0.0139909888546,0.127104576713,0.0303533317524,0.00912971306616,0.00545411429926,"Biography of Ben Carson who grew up to be Dr. Ben Carson, a world famous neurosurgeon at Johns Hopkins.",,True,English,Gifted Hands: The Ben Carson Story,USA,John Pielmeier,,7.8,Thomas Carter,07 Feb 2009,2009,Nominated for 4 Primetime Emmys. Another 6 wins & 11 nominations.,86,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDI0NDkyOV5BMl5BanBnXkFtZTcwMTk1NzMzMg@@._V1_SX300.jpg,"6,271",tt1295085,Cuba Gooding Jr., Kimberly Elise,Biography, Drama
Ghost 1990.txt,0.439828517099,0.706864407426,0.248290437668,0.200705202748,0.33602302294,0.0766561129343,0.159257440882,0.475802523793,0.258865663666,0.496802029926,0.982303715633,0.137263570211,0.790304937807,0.420437083027,0.540746861576,0.863853580701,0.50776647095,0.990016576673,0.787919045493,0.32953074704,0.858564211127,0.513611899488,0.80702998022,0.140501990136,0.606285765621,0.584177967361,0.207969600161,0.0586549818618,0.810792862276,0.295308827279,12300.0,0.11593495935,3.04943089431,0.209512195122,0.149756097561,0.0439024390244,0.219593495935,0.0313821138211,0.0644715447154,0.00975609756098,0.168699186992,0.0305691056911,0.0060162601626,0.0112195121951,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",PG-13,True,English,Ghost,USA,Bruce Joel Rubin,52.0,7.0,Jerry Zucker,13 Jul 1990,1990,Won 2 Oscars. Another 16 wins & 22 nominations.,127,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NzQzODUzNl5BMl5BanBnXkFtZTgwMjc5NTYxMTE@._V1_SX300.jpg,"156,210",tt0099653,Patrick Swayze, Demi Moore,Drama, Fantasy
Meet the Parents 2000.txt,0.283365303194,0.719895831398,0.186843111464,0.846011478132,0.340075309264,0.12282159508,0.118105080816,0.576356152962,0.177361401647,0.602723709076,0.90470207365,0.0820028064808,0.349721579333,0.292265715033,0.408908646826,0.692666242468,0.594879889082,0.954383841923,0.414667447141,0.353187985668,0.583865275917,0.610155142196,0.663965680114,0.0928964736884,0.592536307088,0.356984013474,0.495945105539,0.110484318261,0.668137676685,0.200536943299,15364.0,0.138049986983,3.05922936735,0.165451705285,0.209385576673,0.0508331163759,0.249023691747,0.0430877375683,0.0586435824004,0.0142541004947,0.093074720125,0.0301353814111,0.00429575631346,0.0188102056756,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",PG-13,True,English,Meet the Parents,USA,"Greg Glienna, Mary Ruth Clarke, Greg Glienna (story), Mary Ruth Clarke (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)",73.0,7.0,Jay Roach,06 Oct 2000,2000,Nominated for 1 Oscar. Another 7 wins & 14 nominations.,108,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NzYyMjc5NV5BMl5BanBnXkFtZTgwOTEwODMxMDE@._V1_SX300.jpg,"263,276",tt0212338,Robert De Niro, Ben Stiller,Comedy, Romance
Snow White and the Seven Dwarfs 1937.txt,0.349728821389,0.796795822203,0.312652558993,0.912906837108,0.23553472953,0.109514468318,0.0796176852907,0.485284594894,0.418901169614,0.839313844143,0.989817745156,0.163959938829,0.690299854978,0.297635611073,0.429425167634,0.743481765627,0.283046287165,0.972708080372,0.566981845661,0.145663944424,0.776840744678,0.241058556085,0.757002865582,0.782225498266,0.978336404608,0.391473083367,0.142399446024,0.0803925027361,0.704202485605,0.230898276287,5614.0,0.182223013894,3.07534734592,0.179551122195,0.169932312077,0.0457784111151,0.233167082294,0.0561097256858,0.0637691485572,0.0228001425009,0.122907018169,0.0260064125401,0.00676879230495,0.0140719629498,"Snow White, pursued by a jealous queen, hides with the Dwarfs; the queen soon learns of this and prepares to feed her a poison apple.",APPROVED,True,English,Snow White and the Seven Dwarfs,USA,"Jacob Grimm (fairy tales), Wilhelm Grimm (fairy tales), Ted Sears (story adaptation), Richard Creedon (story adaptation), Otto Englander (story adaptation), Dick Rickard (story adaptation), Earl Hurd (story adaptation), Merrill De Maris (story adaptation), Dorothy Ann Blank (story adaptation), Webb Smith (story adaptation)",,7.7,"William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen",04 Feb 1938,1937,Nominated for 1 Oscar. Another 11 wins & 4 nominations.,83,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMzE2Mzc4M15BMl5BanBnXkFtZTcwMTE4NTc1Nw@@._V1_SX300.jpg,"135,218",tt0029583,Roy Atwell, Stuart Buchanan,Animation, Family
Electricity 2014.txt,0.215203049175,0.577346998503,0.315015090241,0.124728418049,0.124650309182,0.0257224544913,0.109158893949,0.135926854168,0.379084378214,0.208491580587,0.868455734801,0.329998968488,0.707656081993,0.639554579175,0.81707568063,0.810298397177,0.560312953131,0.970974686224,0.54100077641,0.135447901972,0.71239468071,0.707146779517,0.714577185967,0.264150175657,0.604467949899,0.825151870677,0.340038654609,0.103106117105,0.663211666107,0.544662984356,8349.0,0.152233800455,3.04635285663,0.191519942508,0.156306144448,0.0578512396694,0.223140495868,0.0373697448796,0.0723439932926,0.0176068990298,0.148880105402,0.0257515870164,0.0033536950533,0.0113786082166,A journey seen through the eyes of a young woman with epilepsy that brings extraordinary hallucinations as she searches for her long lost brother.,,True,English,Electricity,UK,"Joe Fisher (screenplay), Joe Fisher, Ray Robinson (novel), Ray Robinson (voice over writer)",,6.0,Bryn Higgins,12 Dec 2014,2014,,96,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMTI3MTk4ODReQTJeQWpwZ15BbWU4MDU4NTUyNjMx._V1_SX300.jpg,546,tt2936470,Paul Anderson, Lenora Crichlow,Drama,Drama
In Search of a Midnight Kiss 2007.txt,0.483727629493,0.806756284873,0.382648083357,0.246522377424,0.259720183874,0.0559451479271,0.113611801061,0.431192986521,0.299538812656,0.60159043606,0.952170505673,0.260813522924,0.713336660415,0.52895869605,0.667649220044,0.655421502648,0.497710162053,0.982913810277,0.637319254452,0.235173098252,0.709643165893,0.514213927796,0.774839027209,0.124163925998,0.739288874353,0.611896615761,0.147657221867,0.145010648089,0.735045305578,0.55466168069,15622.0,0.11925489694,3.04992958648,0.190884649853,0.147036230956,0.0562027909359,0.24382281398,0.0408398412495,0.0642683395212,0.016195109461,0.136410190757,0.028293432339,0.00684931506849,0.0122903597491,"Broke and alone on New Year's Eve, Wilson just wants to spend the rest of a very bad year in bed. But, when his best friend convinces him to post a personal ad, he meets a woman bent on finding the right guy to be with at midnight.",,True,English,In Search of a Midnight Kiss,USA,Alex Holdridge,64.0,7.3,Alex Holdridge,01 Aug 2008,2007,4 wins.,90,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMzMyMTY2M15BMl5BanBnXkFtZTcwNzQ1Mzc3MQ@@._V1_SX300.jpg,"7,227",tt0989000,Scoot McNairy, Sara Simmonds,Comedy, Romance
Where the Red Fern Grows 2003.txt,0.504997851673,0.844149200744,0.105117561539,0.78772199647,0.52412877505,0.119650321373,0.234255412829,0.829305386853,0.106912816068,0.903477304627,0.996626661607,0.0173574129605,0.486334809588,0.0760178098751,0.571865626828,0.719444534425,0.718973776749,0.959071475234,0.526985863039,0.398056743688,0.750690437582,0.703661574266,0.692265428601,0.060107884264,0.661888266778,0.175212795426,0.0472555926672,0.153617947758,0.814689253214,0.177521941332,8820.0,0.181632653061,3.39795918367,0.196485260771,0.182993197279,0.0614512471655,0.183900226757,0.0537414965986,0.0667800453515,0.0147392290249,0.119614512472,0.0348072562358,0.00657596371882,0.00702947845805,Where the Red Fern Grows is the heartwarming and adventurous tale for all ages about a young boy and his quest for his own red-bone hound hunting dogs.,G,True,English,Where the Red Fern Grows,USA,"Wilson Rawls (based on the novel ""Where The Red Fern Grows"" as written and told by), Douglas C. Stewart (screenplay), Eleanor Lamb (screenplay), Douglas C. Stewart",,6.9,Norman Tokar,21 Jun 1974,1974,,97,http://ia.media-imdb.com/images/M/MV5BMTk0OTQwNTQyMl5BMl5BanBnXkFtZTcwNjA4MTQyMQ@@._V1_SX300.jpg,"2,287",tt0072402,James Whitmore, Beverly Garland,Drama, Family
Fantastic Voyage 1966.txt,0.574011778699,0.68477053533,0.67761808271,0.513100217092,0.481964682517,0.543071958042,0.313099645695,0.41425803381,0.171689527944,0.925796507358,0.941863917284,0.0805843496796,0.423524480927,0.200678880794,0.320183267939,0.815151318557,0.0765761971193,0.808783270454,0.516470695468,0.481053083,0.76637206186,0.0146791568343,0.995295791242,0.549100932688,0.532802666674,0.724525098048,0.172586397408,0.312416741125,0.0502139335092,0.743672167858,7440.0,0.195430107527,3.4498655914,0.188172043011,0.173924731183,0.0747311827957,0.200940860215,0.0465053763441,0.0581989247312,0.0126344086022,0.108467741935,0.0302419354839,0.00793010752688,0.00658602150538,"A scientist is nearly assassinated. In order to save him, a submarine is shrunken to microscopic size and injected into his blood stream with a small crew. Problems arise almost as soon as they enter the bloodstream.",PG,True,English,Fantastic Voyage,USA,"Harry Kleiner (screenplay), David Duncan (adaptation), Otto Klement (story), Jerome Bixby (story)",,6.8,Richard Fleischer,24 Aug 1966,1966,Won 2 Oscars. Another 2 wins & 6 nominations.,100,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3Mjk5MDM3OF5BMl5BanBnXkFtZTcwOTYwNzY0MQ@@._V1_SX300.jpg,"13,293",tt0060397,Stephen Boyd, Raquel Welch,Adventure, Family
Ecstasy 2011.txt,0.447912957361,0.550494202227,0.377588688719,0.365101773174,0.493393610741,0.260605928458,0.340421080539,0.507622681256,0.324264852175,0.421632275107,0.9787769031,0.21001458198,0.872181968067,0.438671137558,0.50947029696,0.92302532079,0.405917417444,0.95817133149,0.8405389946,0.527863732513,0.813720002203,0.142032346701,0.97355459569,0.5357703953,0.793121831867,0.627934838666,0.309806425123,0.10333049365,0.527068538939,0.331877181482,8698.0,0.174177971948,3.39204414808,0.206829156128,0.175672568407,0.0646125546103,0.162451138193,0.0484019314785,0.0688664060704,0.0146010577144,0.15129914923,0.0331110600138,0.00643826166935,0.00494366521039,Small drug smuggler from Scotland is trying to figure out his way through life until he meets beautiful girl from Canada who seeks a change after bad relationship she just got out of it.,,True,English,Ecstasy,"Canada, UK","Rob Heydon (screenplay), Ben Tucker (screenplay), Matt MacLennan (additional scenes), Paul McCafferty (additional scenes), Irvine Welsh (based on a book by), Matt MacLennan (story editor)",,5.1,Rob Heydon,20 Nov 2012,2011,5 wins & 5 nominations.,99,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzg0Mjg2NV5BMl5BanBnXkFtZTcwODkwNzAyNw@@._V1_SX300.jpg,"1,531",tt1809287,Adam Sinclair, Kristin Kreuk,Drama, Romance
Kiss of Death 1995.txt,0.132387832839,0.368487770086,0.0632535009467,0.752665404824,0.382566534266,0.277165330983,0.258115639004,0.722511330375,0.51673888611,0.390160033913,0.936167330928,0.0203164601725,0.374773761758,0.0618578572026,0.530229600838,0.339014032821,0.867141360504,0.753074533946,0.306806846373,0.707552070674,0.954563494933,0.873105885285,0.751406542728,0.134070225341,0.389630243888,0.186704695786,0.184077227068,0.0443258563533,0.895543884139,0.167828824754,9679.0,0.138960636429,2.99700382271,0.180183903296,0.161896890175,0.054344457072,0.241553879533,0.0371939249923,0.055997520405,0.0104349622895,0.148052484761,0.0333712160347,0.00847194958157,0.00723215208183,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,R,True,English,Kiss of Death,USA,"Eleazar Lipsky (story), Ben Hecht, Charles Lederer, Richard Price (screenplay)",,5.9,Barbet Schroeder,21 Apr 1995,1995,1 nomination.,101,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY2MTMyMjM0OV5BMl5BanBnXkFtZTcwNzQ0OTUyMQ@@._V1_SX300.jpg,"14,353",tt0113552,David Caruso, Samuel L. Jackson,Action, Crime
Camp Nowhere 1994.txt,0.319253327004,0.741646065952,0.195853817305,0.70563016874,0.355157680883,0.160549749274,0.194937129486,0.571404140832,0.211422566151,0.742279738549,0.939723945359,0.0799449712876,0.327859107177,0.191363773157,0.606601702538,0.620252197761,0.718457494212,0.853508681531,0.32249608228,0.346485495285,0.838442765659,0.662012101069,0.65587299113,0.0937266243509,0.639168423281,0.301914678246,0.197148063705,0.197331927257,0.646328861141,0.541071468776,14593.0,0.158500650997,3.0914136915,0.161515795244,0.238196395532,0.0478311519222,0.245186048105,0.045706845748,0.0489960940177,0.0121291029946,0.103131638457,0.024463784006,0.00767491262934,0.0104844788597,"Morris ""Mud"" Himmel has a problem. His parents desperately want to send him away to summer camp. He hates going to summer camp, and would do anything to get out of it. Talking to his ...",PG,True,English,Camp Nowhere,USA,"Andrew Kurtzman, Eliot Wald",,5.9,Jonathan Prince,26 Aug 1994,1994,,96,https://images-na.ssl-images-amazon.com/images/M/MV5BODk1NTE1NTY4MF5BMl5BanBnXkFtZTcwNzA4NjUyMQ@@._V1_SX300.jpg,"7,337",tt0109369,John Putch, Peter Scolari,Adventure, Comedy
