,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf
Only God Forgives,0.281015394119,0.269148766878,0.0785779043506,0.452619388461,0.305309165477,0.216726685346,0.173806108854,0.482624535305,0.248328499427,0.212689715375,0.921350356487,0.0928884084124,0.687604495117,0.161597337681,0.373134957378,0.83516749951,0.734589026261,0.974706788904,0.900619181756,0.886413987185,0.63909943825,0.750712847244,0.735302548632,0.0646096030216,0.139653867161,0.471206995006,0.485822757487,0.00986084981602,0.712643379655,0.00738962643708,R,"English, Thai","Denmark, France, USA, Sweden",Nicolas Winding Refn,2013,"Crime, Drama",90,"84,076",Ryan Gosling, Kristin Scott Thomas,1470.0,0.334013605442,0.92,0.878645184533
View from the Top,0.673920264196,0.846167384863,0.0285610716167,0.713818815184,0.662121822691,0.566964651499,0.640486180405,0.906248849366,0.271900246066,0.810819462,0.969193269544,0.0618614558052,0.732377657718,0.126250488554,0.350562763016,0.883268510941,0.96439416206,0.886042323671,0.855634976454,0.768459187153,0.855238762805,0.892270833792,0.744422335616,0.0932962027082,0.652435468445,0.126825134488,0.164224759758,0.441587037763,0.915261150566,0.203128007812,PG-13,English,USA,Bruno Barreto,2003,"Comedy, Romance",87,"21,317",Gwyneth Paltrow, Christina Applegate,8111.0,0.228578473678,1.54491017964,0.880868306592
Unicorn City,0.339087226106,0.616499413981,0.129139836688,0.746487772415,0.387557165532,0.339101576353,0.307142241344,0.63551720327,0.355728331662,0.639603301525,0.907009409207,0.0478990515118,0.41368107535,0.150279112834,0.331431219954,0.825874209802,0.744186294442,0.870945979703,0.629664080111,0.599602553892,0.934698217441,0.679323068609,0.929250987398,0.357324383048,0.733046537439,0.293181401094,0.121612053605,0.284049667477,0.673685227609,0.341236173577,PG,English,USA,Bryan Lefler,2012,"Comedy, Romance",103,"1,093",Jon Gries, Matt Mattson,7548.0,0.25741918389,1.43210659898,0.892569202912
Cosmopolis,0.41037781286,0.517160907063,0.244245662403,0.514013042462,0.440567731965,0.624541234108,0.467590594641,0.355881456315,0.412561238975,0.604610926247,0.763989303428,0.122435985354,0.716151990414,0.126875338294,0.394646116493,0.935812878042,0.567738673822,0.41159679423,0.86672225107,0.872386625282,0.885329850964,0.417584798512,0.995550963126,0.617601607276,0.811300027992,0.383335765802,0.119462998463,0.357285396434,0.237290896272,0.789296757103,R,English,"Canada, France, Portugal, Italy",David Cronenberg,2012,Drama,109,"38,052",Robert Pattinson, Sarah Gadon,8771.0,0.2556150952,1.22106360792,0.883137300344
Meet the Fockers,0.363323155449,0.744311296419,0.103125682558,0.688191933259,0.339031698427,0.159096901244,0.128866906279,0.559113295659,0.219279706528,0.613745780093,0.876991069625,0.0988186786269,0.556642187408,0.18987536257,0.580752011366,0.867196733135,0.842983378194,0.920715589504,0.780388398911,0.538000370873,0.661216930518,0.825269722321,0.705632093134,0.110118148014,0.590292175878,0.262773734402,0.290111800782,0.200361532502,0.778222700489,0.314076176211,PG-13,"English, Spanish, Hebrew",USA,Jay Roach,2004,"Comedy, Romance",115,"212,060",Robert De Niro, Ben Stiller,15316.0,0.170801775921,1.47032101757,0.865801602669
Angels Sing,0.740907613825,0.923031464281,0.0218982190706,0.855841353835,0.462036794667,0.225051489734,0.292701106246,0.870298399254,0.183687716653,0.886316115417,0.970782704576,0.032652496977,0.633619012536,0.0820339118513,0.417588099945,0.813630839926,0.959656795746,0.955498828871,0.835244259339,0.521563147691,0.574062164627,0.971254347474,0.542623474732,0.0414344919307,0.64326999386,0.0727803790537,0.0413048813671,0.463659441507,0.938330719205,0.0900023914261,PG,English,USA,Tim McCanlies,2013,"Comedy, Drama, Family",87,"1,381",Harry Connick Jr., Connie Britton,6889.0,0.210915952969,1.59502923977,0.874933425778
Private Parts,0.342040188445,0.501177995148,0.0653472122863,0.580434283128,0.350492523139,0.357857634478,0.245995059515,0.621345459825,0.473816685991,0.387713057231,0.798330015418,0.161466136524,0.636031842099,0.153900380936,0.606579005743,0.799608040866,0.889273454992,0.789597744084,0.736818790315,0.713155001996,0.704701399369,0.892318942537,0.839781635828,0.358378103397,0.564801180691,0.264233857891,0.337799294756,0.235172261861,0.835288516435,0.379081883354,R,English,USA,Betty Thomas,1997,"Biography, Comedy, Drama",109,"29,399",Howard Stern, Robin Quivers,16366.0,0.160821214713,1.41936407906,0.877973899653
Private Number,0.499284687458,0.61553518865,0.129512546494,0.50668996689,0.306351651488,0.163555414271,0.170931183888,0.487204952489,0.21622973779,0.574242281443,0.931421314244,0.142173219141,0.725963583701,0.276523222985,0.437596762906,0.852910046615,0.743602918333,0.975997459824,0.826855991215,0.595533813698,0.513107371582,0.786926448436,0.753227887544,0.113575063669,0.372329210548,0.439415780635,0.225401159596,0.0944839834795,0.721101888246,0.132695278739,R,English,USA,LazRael Lison,2014,"Horror, Mystery, Thriller",95,801,Judd Nelson, Tom Sizemore,6376.0,0.203732747804,1.21642310369,0.900449751729
Eat a Bowl of Tea,0.424632086695,0.547292953455,0.0125121927305,0.70694178399,0.516477644889,0.390075040304,0.381972453511,0.843029631083,0.314720490944,0.494691225891,0.934099627792,0.0342208213643,0.401323319507,0.0477907395496,0.433629126729,0.649107867776,0.952968562891,0.836090525675,0.76888111512,0.901561419455,0.783095420915,0.940031618902,0.754397959036,0.074900331732,0.276037620734,0.101364290657,0.174513963414,0.163976873026,0.846373460978,0.0418484307898,PG-13,"English, Mandarin",USA,Wayne Wang,1989,"Drama, Romance",102,530,Cora Miao, Russell Wong,4724.0,0.253598645216,1.34516765286,0.900658229604
Jason Lives: Friday the 13th Part VI,0.261219066168,0.334356295825,0.0586638799616,0.813395577439,0.271264090506,0.316722782684,0.141021338987,0.728316041557,0.423849208685,0.425555584176,0.891396470723,0.0537983876514,0.350044816993,0.0790797377678,0.45688546627,0.402697324165,0.768076631372,0.92251038465,0.442019198189,0.726926417783,0.678987430405,0.848469962184,0.668422706411,0.145381961317,0.224714675042,0.288943595449,0.297129898186,0.0316998917185,0.736856027445,0.0185363162181,R,English,USA,Tom McLoughlin,1986,"Horror, Thriller",86,"25,619",Thom Mathews, Jennifer Cooke,4011.0,0.268511593119,1.23965141612,0.844966223678
Corporate,0.556523832098,0.631780664871,0.103213911583,0.565932444068,0.777414452075,0.856289810367,0.839055204741,0.766439428291,0.242629236786,0.669482213897,0.834696573131,0.0896103139116,0.48375516496,0.0874958981511,0.146483089463,0.9504874449,0.861678123102,0.36996949301,0.841649224067,0.942765443109,0.793775184427,0.547431056169,0.966896092734,0.215098786041,0.458923120035,0.271183913536,0.312990429905,0.649737915364,0.458677393194,0.552187833228,N/A,Hindi,India,Madhur Bhandarkar,2006,Drama,142,"1,489",Bipasha Basu, Kay Kay Menon,11941.0,0.198140859225,1.56865979381,0.915639986588
Eating Out,0.210890697424,0.636973199772,0.1860370442,0.510750314912,0.0956392618854,0.0423066524081,0.0436328444138,0.308744890032,0.316379572674,0.368241608639,0.765005423582,0.232332748758,0.454916715703,0.451619668346,0.640047794387,0.540931927373,0.589151536253,0.968305041727,0.590634192151,0.411691879118,0.485980481889,0.771620888331,0.45148361465,0.0604082388868,0.451404988632,0.474593863049,0.350507845529,0.0496542408499,0.713604261051,0.183390796397,UNRATED,English,USA,Q. Allan Brocka,2004,"Comedy, Drama, Romance",90,"5,041",Rebekah Kochan, Scott Lunsford,6635.0,0.223813112283,1.32558139535,0.862206254063
Winchester 73,0.407994364521,0.660657196735,0.0260989445787,0.912675380267,0.396648023394,0.328889414009,0.212092800863,0.793608397381,0.149458086539,0.789188769565,0.978436081629,0.00368406280369,0.318695817266,0.0145821722282,0.389732993448,0.575474846933,0.809830929498,0.779586754332,0.458351264847,0.749142308977,0.844970827753,0.785408179018,0.840047023756,0.0503974078667,0.346359577565,0.0902798576621,0.0688448773748,0.108205554058,0.683547207124,0.054702760815,N/A,English,USA,Herschel Daugherty,1967,Western,97,131,Tom Tryon, John Saxon,7459.0,0.19439603164,1.31455696203,0.883711364639
