,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf
Cadaver,0.517659495,0.650912171,0.351088535,0.296560292,0.564954565,0.535921438,0.671766454,0.498188002,0.173681189,0.765810143,0.940045786,0.277995081,0.832277888,0.416135397,0.264329254,0.990366364,0.608886917,0.90428151,0.930338275,0.853747845,0.669454734,0.256487159,0.956552711,0.363256473,0.585049776,0.578909407,0.254578114,0.330412029,0.217046891,0.519479405,N/A,English,USA,Jonah D. Ansell,2012,Animation,8,118,Christopher Lloyd, Tavi Gevinson,3067,0.279752201,1.123306233,0.912307828
Caddyshack,0.31190771,0.39649859,0.069236438,0.747628168,0.413751193,0.525723527,0.300637141,0.617848128,0.382619297,0.446050049,0.839444743,0.029505466,0.365846761,0.064577175,0.628199607,0.624474605,0.852345525,0.607157013,0.571777079,0.812179773,0.731465592,0.871833133,0.859826817,0.16382312,0.287372414,0.192016749,0.255455944,0.225814752,0.627220351,0.173914908,R,English,USA,Harold Ramis,1980,Comedy,98,82745,Chevy Chase, Rodney Dangerfield,7420,0.247978437,1.420345489,0.890488044
Caddyshack II,0.320206286,0.536200189,0.038314566,0.724237825,0.451642682,0.475497855,0.360117494,0.68374349,0.43824651,0.482061486,0.89399621,0.02941641,0.387983568,0.064993595,0.574864553,0.671093026,0.878373813,0.665327798,0.66321082,0.816117941,0.847893728,0.921565515,0.890367179,0.188121495,0.439567186,0.174214075,0.170243496,0.279788422,0.724818002,0.235768802,PG,English,USA,Allan Arkush,1988,Comedy,98,12504,Jackie Mason, Robert Stack,8799,0.22366178,1.413755459,0.897822656
Cadillac Man,0.125235117,0.179972009,0.036893604,0.686369249,0.253190353,0.366463041,0.222527326,0.567235782,0.567965934,0.113128064,0.816800736,0.063630674,0.426319534,0.100880026,0.577306156,0.402298436,0.856499666,0.788578437,0.581953546,0.865112099,0.727094065,0.954523203,0.63548193,0.170391569,0.207886618,0.34390217,0.521745859,0.018033202,0.806399579,0.027618352,R,English,USA,Roger Donaldson,1990,Comedy,97,10835,Robin Williams, Tim Robbins,11311,0.150472991,1.257220921,0.884868049
Cadillac Records,0.178642469,0.418104888,0.010279266,0.898338124,0.3543993,0.320418127,0.246433166,0.815039867,0.45263387,0.460498961,0.928789809,0.015894268,0.510215797,0.034064293,0.458811563,0.678520659,0.94156058,0.758405712,0.623331169,0.791497184,0.874479703,0.938443983,0.792868053,0.198083017,0.612110039,0.11179129,0.189095406,0.073228475,0.953145569,0.066649648,R,English,USA,Darnell Martin,2008,Biography,109,15567,Joshua Alscher, Tim Bellow,9002,0.167629416,1.244521912,0.875008871
Caesar and Cleopatra,0.547217872,0.624286497,0.1681292,0.692079049,0.546871565,0.402641368,0.420018823,0.711132639,0.185903393,0.790740585,0.966003049,0.127076194,0.843632359,0.129498726,0.314338222,0.996228144,0.555867916,0.941421751,0.937082549,0.731883191,0.601871611,0.113909455,0.997051838,0.551685942,0.958182576,0.424925692,0.153727004,0.23025502,0.41584693,0.376626327,APPROVED,English,UK,Gabriel Pascal,1945,Biography,123,1834,Claude Rains, Vivien Leigh,15040,0.161103723,1.102339181,0.898491017
Cafe Society,0.775431688,0.840772525,0.069487111,0.521912861,0.530180316,0.396004198,0.282915034,0.714963621,0.10915964,0.764934544,0.942426275,0.139036412,0.869677223,0.141953279,0.392461916,0.988307215,0.809511595,0.877826588,0.960242778,0.802531995,0.380952466,0.404586163,0.977637773,0.159584535,0.788834494,0.191334447,0.155318719,0.225786937,0.579882798,0.332839472,R,English,USA,Raymond De Felitta,1995,Drama,107,298,Frank Whaley, Peter Gallagher,9280,0.246982759,1.102859779,0.849482644
Caffeine,0.323104975,0.459518803,0.185026039,0.362178084,0.200140553,0.174643207,0.117989361,0.362374897,0.302055944,0.375607262,0.870455909,0.193642045,0.623176077,0.281839211,0.788256653,0.751120811,0.593835641,0.945084017,0.744446033,0.695403881,0.49786171,0.774721539,0.747067085,0.102974376,0.231493017,0.542527576,0.369114662,0.060669861,0.487175267,0.243401559,R,English,USA,John Cosgrove,2006,Comedy,92,2373,Marsha Thomason, Mena Suvari,10105,0.169915883,1.072243346,0.882563857
Caged,0.363512254,0.330735782,0.087285351,0.631391403,0.46124988,0.533150753,0.321547459,0.612708203,0.274330775,0.436356876,0.920678025,0.121976341,0.675127997,0.193395097,0.59994853,0.829598629,0.772509154,0.775222793,0.778419659,0.838722322,0.459988806,0.654595021,0.773570721,0.252367249,0.330087706,0.368582042,0.496202855,0.059728314,0.584099249,0.104476996,N/A,English,USA,John Cromwell,1950,Crime,96,2396,Eleanor Parker, Agnes Moorehead,7991,0.23326242,1.365304914,0.891812173
Cahill,0.19748855,0.323613,0.094631777,0.751686487,0.246118558,0.289625077,0.14036914,0.413234715,0.325732245,0.400921144,0.881206925,0.06636964,0.530959285,0.098453224,0.525515438,0.782847031,0.700555401,0.862034405,0.612220996,0.739930458,0.5573212,0.765597032,0.800894889,0.215234104,0.37460988,0.460381825,0.304116323,0.028698627,0.641602491,0.070537393,PG,English,USA,Andrew V. McLaglen,1973,Drama,103,4382,John Wayne, George Kennedy,6176,0.222797927,1.313578395,0.873104621
Cairo Time,0.654727937,0.894156794,0.101959272,0.48259999,0.44950314,0.227817354,0.451190539,0.67065978,0.182360881,0.728898712,0.922871473,0.292849867,0.869770402,0.383125729,0.316597276,0.97013956,0.86071987,0.93869083,0.946304592,0.562791944,0.758286005,0.629703353,0.808172892,0.13579958,0.816448546,0.288360065,0.332486167,0.45372086,0.753244232,0.284372863,PG,English,Canada,Ruba Nadda,2009,Drama,90,5208,Patricia Clarkson, Alexander Siddig,4416,0.247735507,1.523709168,0.896620059
Cake,0.59372409,0.876255169,0.081900393,0.714355428,0.463518601,0.230957132,0.196527661,0.765048635,0.147667538,0.826413857,0.990046141,0.043650305,0.480760791,0.168123653,0.331752862,0.743977829,0.707044307,0.987605606,0.713224392,0.597030708,0.757267073,0.681109056,0.66050029,0.014980265,0.417452566,0.190850367,0.087898498,0.112181191,0.765266663,0.085038588,R,English,USA,Daniel Barnz,2014,Drama,102,27676,Jennifer Aniston, Adriana Barraza,5065,0.243237907,1.305457746,0.889857642
Cake Eaters,0.533575041,0.862307554,0.027508117,0.816547904,0.462159198,0.215901401,0.27586935,0.865009288,0.229924378,0.807555219,0.990017467,0.022611866,0.550158963,0.107551388,0.353441004,0.65496599,0.90703725,0.988704382,0.757601155,0.664121625,0.881158866,0.92124838,0.583235087,0.020820894,0.501205297,0.131619008,0.056014233,0.170083724,0.89742741,0.044948766,R,English,USA,Mary Stuart Masterson,2007,Comedy,86,5942,Elizabeth Ashley, Jayce Bartok,4919,0.232974182,1.176417642,0.876357176
Calamity Jane,0.088073058,0.117619126,0.368853589,0.492413358,0.159289333,0.523088984,0.22186176,0.159373264,0.591149147,0.10867488,0.468631082,0.45628718,0.67480691,0.454098919,0.527525767,0.947664077,0.514386733,0.46420808,0.643339777,0.718828381,0.51719258,0.519255792,0.791131622,0.781959409,0.607686839,0.698756449,0.932604452,0.043083967,0.395846049,0.266931861,APPROVED,English,USA,David Butler,1953,Comedy,101,6275,Doris Day, Howard Keel,6249,0.235237638,1.535433071,0.879381049
Calendar Girls,0.501592099,0.718386449,0.076514491,0.516118535,0.509913013,0.476227598,0.634170142,0.624056697,0.295845837,0.594216624,0.854291464,0.211331761,0.794027129,0.211092048,0.274582814,0.905873278,0.938273298,0.707421545,0.878721212,0.770325368,0.697290752,0.857948908,0.744717174,0.331312825,0.625643466,0.237314166,0.322682178,0.535766506,0.81810372,0.30360728,PG-13,English,UK,Nigel Cole,2003,Comedy,108,19779,Helen Mirren, Julie Walters,11244,0.193258627,1.62751972,0.912560989
California Solo,0.47073682,0.706082026,0.048351061,0.603923884,0.334449382,0.247146747,0.236671128,0.625159322,0.225226698,0.584991166,0.906985276,0.039593014,0.394839654,0.108768295,0.493729923,0.718778342,0.908083533,0.90764104,0.600112309,0.635753227,0.687444188,0.881743387,0.798740159,0.034782538,0.287244685,0.232242676,0.139813495,0.271634979,0.708210249,0.19606466,NOT RATED,English,USA,Marshall Lewy,2012,Drama,94,887,Robert Carlyle, Danny Masterson,8067,0.212718483,1.430225472,0.879410343
Caligula,0.40520211,0.516833857,0.262214725,0.664050253,0.371641583,0.312723328,0.172473507,0.509247693,0.220830774,0.648564038,0.879468185,0.233238819,0.777785626,0.180379656,0.31898618,0.991258208,0.478027047,0.915901556,0.888602406,0.67158515,0.464097083,0.098313527,0.985903354,0.622005523,0.938323283,0.507156467,0.315399001,0.163387956,0.377238117,0.331392214,UNRATED,Italian,Italy,Tinto Brass,1979,Drama,156,27655,Malcolm McDowell, Teresa Ann Savoy,5591,0.232695403,1.680831826,0.870413751
Call Girl,0.479341453,0.667758485,0.030725453,0.689660296,0.684154414,0.627589967,0.622270347,0.869718586,0.194093138,0.78020391,0.975387774,0.052403345,0.574295488,0.060340709,0.384211332,0.818523147,0.879748266,0.718761244,0.788774542,0.926136665,0.860647852,0.744583767,0.913157763,0.117701035,0.49009899,0.135981228,0.170128345,0.24916486,0.634013888,0.306390402,N/A,Swedish,Sweden,Mikael Marcimain,2012,Drama,140,3447,Sofia Karemyr, Simon J. Berger,6943,0.247011378,1.296560675,0.909424255
Fight Club,0.308727843,0.463723694,0.317357434,0.292647386,0.397767343,0.365792587,0.330875003,0.328944698,0.454742612,0.345632853,0.866535913,0.236094104,0.734892521,0.344517433,0.652419283,0.885234407,0.5877175,0.765675386,0.698304402,0.57117486,0.82100224,0.476491343,0.967000432,0.504595947,0.699463715,0.64941844,0.268230615,0.188077076,0.49274224,0.730962723,R,English,USA,David Fincher,1999,Drama,139,1373233,Edward Norton, Brad Pitt,16788,0.156778651,0.970945083,0.92000248
Illustrious Corpses,0.380544689,0.301542192,0.232697716,0.455842401,0.309285883,0.357170605,0.220754444,0.248190287,0.12992061,0.641512401,0.678345096,0.18692679,0.521407971,0.0974731,0.392990389,0.991282897,0.429172303,0.565776951,0.758401018,0.855320684,0.312873068,0.173241449,0.990709376,0.401538724,0.476704037,0.574526896,0.353184417,0.165912707,0.06538307,0.475880421,PG,Italian,Italy,Francesco Rosi,1976,Crime,120,1297,Lino Ventura, Tino Carraro,5060,0.292885375,1.346478873,0.904817361
Julius Caesar,0.639614388,0.390963341,0.698873147,0.541288078,0.634631944,0.706618082,0.360454586,0.286000114,0.464250878,0.691462299,0.49846855,0.595785977,0.905478716,0.318668821,0.155985546,0.996671356,0.27604693,0.791354639,0.964930522,0.731007104,0.280237989,0.02840935,0.971850839,0.849995435,0.961197703,0.816065829,0.487573985,0.629718028,0.06546726,0.791900947,NOT RATED,English,USA,Joseph L. Mankiewicz,1953,Drama,120,7986,Marlon Brando, James Mason,2584,0.33630031,2.204379562,0.953896734
Star Wars: Episode V - The Empire Strikes Back,0.482654101,0.667687694,0.415324112,0.473080085,0.422427689,0.265598502,0.312365673,0.468544152,0.303005181,0.69620486,0.964867154,0.076486734,0.498390985,0.232837424,0.213741979,0.865053902,0.236319736,0.91092786,0.555553814,0.411965406,0.905386704,0.092342595,0.991178658,0.569108707,0.799772682,0.667209266,0.135467157,0.199090003,0.387604276,0.366293884,PG,English,USA,Irvin Kershner,1980,Action,124,848787,Mark Hamill, Harrison Ford,9998,0.157731546,0.820285574,0.901138138
The Dark Knight,0.416594914,0.395173011,0.247696704,0.360535468,0.477151123,0.332655743,0.293759374,0.497877252,0.285907993,0.519017394,0.958673048,0.069505958,0.537215593,0.146076602,0.426612034,0.851154703,0.385008047,0.879212929,0.680417309,0.686336546,0.818315214,0.345580068,0.976357694,0.411143771,0.496597476,0.535263746,0.192883187,0.070313104,0.452625432,0.351561013,PG-13,English,USA,Christopher Nolan,2008,Action,152,1699835,Christian Bale, Heath Ledger,15982,0.143911901,0.839517345,0.906373649
The Godfather,0.398279826,0.388479897,0.115156979,0.4690367,0.535783025,0.40300735,0.38738816,0.646006109,0.356035767,0.391217011,0.938136336,0.083837035,0.675310282,0.148114506,0.449130468,0.846806111,0.763718738,0.84678475,0.757490941,0.810912627,0.715099897,0.627920866,0.915812498,0.242245661,0.490616052,0.389876709,0.273843048,0.08692306,0.750906099,0.137659152,R,English,USA,Francis Ford Coppola,1972,Crime,175,1169904,Marlon Brando, Al Pacino,13589,0.131209066,0.877121771,0.911930894
The Lord of the Rings: The Fellowship of the Ring,0.661748242,0.619212211,0.580072237,0.369459941,0.388960774,0.241015289,0.279299996,0.255331712,0.32389649,0.707444369,0.907125881,0.21475138,0.79719539,0.312734239,0.402208556,0.981820357,0.157996095,0.954578191,0.841978813,0.36561338,0.608338394,0.052796876,0.997983023,0.871379854,0.962150405,0.789614281,0.12508988,0.302576397,0.25568578,0.536561433,PG-13,English,New Zealand,Peter Jackson,2001,Action,178,1252518,Alan Howard, Noel Appleby,11174,0.169500626,0.987758945,0.905879299
The Matrix,0.570390638,0.75531633,0.398425075,0.408849516,0.460025998,0.286186105,0.297269353,0.543878986,0.248863988,0.758940276,0.986824297,0.056862016,0.743045611,0.207509225,0.286130171,0.858210059,0.291295817,0.9401885,0.795829376,0.581769708,0.952551183,0.134702293,0.994310944,0.441239734,0.832521761,0.467258204,0.052698049,0.170802979,0.404463407,0.616901172,R,English,USA,Lana Wachowski,1999,Action,136,1233966,Keanu Reeves, Laurence Fishburne,9714,0.156886967,0.697207251,0.93859429
The silence of the lambs,0.436061831,0.600663739,0.269436405,0.513139043,0.483442949,0.265332045,0.164555279,0.490112716,0.105620688,0.668906811,0.965228897,0.129527192,0.768659114,0.250659177,0.445652373,0.92503489,0.363675873,0.869709399,0.660306038,0.531407643,0.530053695,0.088469148,0.952731757,0.235893015,0.570420817,0.460059505,0.44664793,0.06358711,0.357661181,0.379425191,R,English,USA,Jonathan Demme,1991,Crime,118,900711,Jodie Foster, Lawrence A. Bonney,10362,0.183169272,1.086085544,0.947189006
